name,price,socket,form_factor,max_memory,memory_slots,color,memory_type,purpose,performance_score
MSI H410I PRO WIFI,353.57,LGA1200,mini itx,64,2,Black / Silver,DDR4,Office,8.0
Asus Maximus III Gene,208.49,LGA1156,micro atx,16,4,Black / Red,DDR3,General,5.68
Asus Maximus III Formula,311.94,LGA1156,atx,16,4,Black / Red,DDR3,General,5.68
Asus M4A785-M,264.68,AM3/AM2+/AM2,micro atx,16,4,Black / Blue,DDR3,General,6.45
Asus M4A88TD-V EVO/USB3,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
Gigabyte GA-890GPA-UD3H,328.84,AM3,atx,16,4,Blue / White,DDR3,General,5.29
Intel DG41TX,303.86,LGA775,micro atx,4,2,Green / Blue,DDR3,General,2.48
Intel DG41TY,312.04,LGA775,micro atx,8,2,Green / Blue,DDR3,General,2.65
Gigabyte GA-G41M-ES2H,208.28,LGA775,micro atx,8,2,Multicolor,DDR3,General,2.65
ECS G41T-M2(1.0),204.82,LGA775,micro atx,8,2,Unknown,DDR3,General,2.65
Asus M4A78LT-M,262.54,AM3,micro atx,16,4,Black / Blue,DDR3,General,5.29
MSI K9N6PGM2-V2,218.96,AM3/AM2+/AM2,micro atx,8,2,Unknown,DDR3,General,4.19
ASRock P67 Extreme4,371.51,LGA1155,atx,32,4,Unknown,DDR3,General,6.71
Gigabyte G1.Assassin,633.61,LGA1366,xl atx,24,6,Unknown,DDR3,General,8.71
Asus P8H61-M LE/CSM (REV 3.0),296.73,LGA1155,micro atx,16,2,Unknown,DDR3,General,4.13
Gigabyte GA-H61M-S2-B3,296.73,LGA1155,micro atx,16,2,Blue / White,DDR3,General,4.13
Foxconn H61S,210.83,LGA1155,mini itx,8,2,Blue,DDR3,General,3.81
Gigabyte GA-M68MT-S2,204.63,AM3+,micro atx,8,2,Blue / White,DDR3,General,4.19
Asus P8Z68-V/GEN3,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8H77-I,214.95,LGA1155,mini itx,16,2,Black / Blue,DDR3,General,4.13
Gigabyte GA-B75M-D3P,295.58,LGA1155,micro atx,32,4,Blue / White,DDR3,General,6.71
MSI B75A-G43,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8H77-M LE,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
ASRock Z87 Pro4,299.89,LGA1150,atx,32,4,Brown / Black,DDR3,General,7.1
Intel DH87MC,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Intel DH87RL,265.45,LGA1150,micro atx,32,4,Black / Blue,DDR3,General,7.1
Asus P9D WS,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-G1.Sniper A88X,323.01,FM2+,atx,64,4,Black / Green,DDR3,General,8.39
Asus Z87-Pro (V Edition),371.51,LGA1150,atx,32,4,Unknown,DDR3,General,7.1
Asus A88X-PRO,413.41,FM2+,atx,64,4,Black / Gold,DDR3,General,8.39
MSI A78M-E45,207.74,FM2+,micro atx,64,4,Black / Blue,DDR3,Office,8.39
ASRock FM2A88X Extreme4+,300.93,FM2+,atx,64,4,Brown / Black,DDR3,General,8.39
ASRock Fatal1ty H87 Performance,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
ASRock Z97 PRO3,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Gigabyte GA-F2A58M-HD2,140.66,FM2+,micro atx,64,2,Black / Silver,DDR3,Office,6.45
ASRock Z97M Pro4,265.45,LGA1150,micro atx,32,4,Black / Blue,DDR3,General,7.1
Asus H97-PRO,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
Biostar Hi-Fi A70U3P,166.61,FM2+,micro atx,32,2,Black / Silver,DDR3,General,5.16
MSI X99A GAMING 9 ACK,746.68,LGA2011-3,eatx,128,8,Black / Red,DDR3,Design,14.84
Gigabyte GA-P85-D3T,534.13,LGA1150,atx,16,2,Black,DDR3,General,4.52
MSI Z170A GAMING M9 ACK,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
EVGA Z170 Stinger,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
MSI Z170 Krait Gaming,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
MSI H170A PC Mate,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
ASRock Fatal1ty H170 Performance,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Gigabyte GA-H170M-D3H DDR3,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
Asus H110M-K D3,136.78,LGA1151,micro atx,32,2,Black / Gold,DDR4,General,5.55
Asus H170-PRO/CSM,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
ASRock H110M-DVS/D3,138.82,LGA1151,micro atx,32,2,Black / Orange,DDR4,General,5.55
Asus B150-PLUS,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
Asus B150M-PLUS,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
ASRock J3710-ITX,227.84,INTEGRATED PENTIUM J3710,mini itx,16,2,Black / White,DDR3,General,4.52
Gigabyte GA-F2A88XM-D3HP,145.78,FM2+,micro atx,64,4,Black,DDR3,Office,8.39
MSI B150M Night Elf,1289.65,LGA1151,micro atx,64,4,Black / Red,DDR4,Office,8.77
Gigabyte GA-Z170X-UD3 Ultra,399.31,LGA1151,atx,64,4,Black / Blue,DDR4,General,8.77
Gigabyte GA-B85M-D3H-A,207.35,LGA1150,micro atx,32,4,Translucent Black,DDR3,General,7.1
Gigabyte GA-B250-HD3P,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
Biostar B350GTN,231.51,AM4,mini itx,32,2,Black,DDR4,General,6.32
Gigabyte X299 AORUS Gaming 9,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
ASRock Fatal1ty X299 Professional Gaming i9,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
Asus ROG MAXIMUS IX EXTREME,629.47,LGA1151,eatx,64,4,Black / Red,DDR4,General,8.77
Gigabyte GA-H110M-S2PH,145.83,LGA1151,micro atx,32,2,Black,DDR4,General,5.55
ASRock H370 Pro4,508.68,LGA1151,atx,64,4,Black / Silver,DDR4,General,8.77
MSI H310M PRO-D,138.82,LGA1151,micro atx,32,2,Brown / Black,DDR4,General,5.55
ASRock X370M Pro4,121.35,AM4,micro atx,64,4,Black / White,DDR4,Office,9.55
Gigabyte B360N GSM,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
Gigabyte H310N,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
Gigabyte H110M-S2PT,138.82,LGA1151,micro atx,32,2,Brown / Black,DDR4,General,5.55
ECS A320AM4-M3D,148.55,AM4,micro atx,32,2,Black,DDR4,General,6.32
Gigabyte H410M S2,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Gigabyte B365M D2V,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Asus Pro H410M-C/CSM,219.71,LGA1200,micro atx,64,2,Green,DDR4,Office,8.0
Colorful CVN B550M GAMING PRO V14,173.92,AM4,micro atx,128,4,Black / Silver,DDR4,Office,12.13
Gigabyte GA-H81M-S2PT,186.43,LGA1150,micro atx,16,2,Black / Silver,DDR3,General,4.52
Asus PRIME H610M-K D4-CSM,127.33,LGA1700,micro atx,64,2,Silver / Black,DDR4,Office,8.39
Gigabyte H610M S2 DDR4 (rev. 1.2),109.19,LGA1700,micro atx,64,2,Black,DDR4,Office,8.39
Zotac IONITX-E-E,222.37,INTEGRATED ATOM 230,mini itx,4,2,Black / Red,DDR3,General,4.03
Asus TUF GAMING B650M-E,190.9,AM5,micro atx,128,4,Black,DDR5,Gaming,12.9
Intel DG45ID,223.4,LGA775,micro atx,8,4,Blue / Silver,DDR3,General,4.58
Gigabyte GA-P55-USB3,328.84,LGA1156,atx,16,4,Blue / White,DDR3,General,5.68
Asus P5P43TD,304.03,LGA775,atx,16,4,Multicolor,DDR3,General,4.9
Asus P6X58D-E,451.36,LGA1366,atx,24,6,Black / Blue,DDR3,General,8.71
Asus P5QPL-AM,209.86,LGA775,micro atx,8,2,Black / Yellow,DDR3,General,2.65
MSI P55-CD53,293.52,LGA1156,atx,16,4,Black / Blue,DDR3,General,5.68
EVGA 270-WS-W555-A2,570.45,LGA1366,hptx,48,12,Black / Red,DDR2,General,15.48
Gigabyte GA-G41MT-D3,204.82,LGA775,micro atx,8,2,Blue / White,DDR3,General,2.65
ASRock G31M-S R2.0,204.82,LGA775,micro atx,8,2,Unknown,DDR3,General,2.65
Asus P5P43TD/USB3,347.06,LGA775,atx,16,4,Unknown,DDR3,General,4.9
Asus P7H55-M/CSM,264.69,LGA1156,micro atx,16,4,Black / Blue,DDR3,General,5.68
Intel DP67BG,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Biostar G41D3C,204.18,LGA775,micro atx,8,2,Black / Red,DDR3,General,2.65
ASRock H61M/U3S3,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Intel DQ67OWB3,416.47,LGA1155,micro atx,32,4,Green / Blue,DDR3,General,6.71
Gigabyte GA-990FXA-UD5,343.33,AM3+,atx,32,4,Black / Silver,DDR3,General,7.1
ASRock Z68 Pro3 GEN3,299.89,LGA1155,atx,32,4,Brown / Black,DDR3,General,6.71
Asus Rampage IV Extreme/BF3,695.42,LGA2011,eatx,64,8,Black / Red,DDR3,General,12.26
Gigabyte GA-Z77MX-D3H,295.58,LGA1155,micro atx,32,4,Blue / White,DDR3,General,6.71
Asus P8Z77-V PRO/THUNDERBOLT,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8Q77-M/CSM,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
Intel DH61AG,447.97,LGA1155,thin mini itx,16,2,Black / Blue,DDR3,General,4.13
Asus F2A85-M PRO,207.86,FM2,micro atx,64,4,Black / Blue,DDR3,Office,8.39
Gigabyte GA-F2A55M-HD2,111.75,FM2,micro atx,64,2,Blue / White,DDR3,Office,6.45
ASRock 980DE3/U3S3,371.51,AM3+,atx,32,4,Unknown,DDR3,General,7.1
Asus Z87-C,371.51,LGA1150,atx,32,4,Unknown,DDR3,General,7.1
Asus H87M-E,171.33,LGA1150,micro atx,32,4,Black / Gold,DDR3,General,7.1
Gigabyte GA-F2A88X-D3H,332.92,FM2+,atx,64,4,Black / Gray,DDR3,General,8.39
MSI Z87M GAMING,205.42,LGA1150,micro atx,32,4,Black / Red,DDR3,General,7.1
Gigabyte GA-78LMT-S2P(REV5.0),190.06,AM3+,micro atx,16,2,Blue / White,DDR3,General,4.52
ASRock FM2A88X+ Killer,314.91,FM2+,atx,64,4,Black / Red,DDR3,General,8.39
MSI Z97-G55 SLI,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
MSI Z97I Gaming AC,235.04,LGA1150,mini itx,16,2,Black / Red,DDR3,General,4.52
Gigabyte GA-EX58-UD4P,438.55,LGA1366,atx,24,6,Blue / White,DDR3,General,8.71
MSI B85-G43,293.52,LGA1150,atx,32,4,Black / Blue,DDR3,General,7.1
Gigabyte GA-F2A68HM-DS2H,107.79,FM2+,micro atx,64,2,Black,DDR3,Office,6.45
Gigabyte GA-B85M-GAMING 3,171.08,LGA1150,micro atx,16,2,Black,DDR3,General,4.52
Asus X99-DELUXE/U3.1,664.44,LGA2011-3,atx,64,8,Black / White,DDR3,General,12.26
ASRock FM2A68M-HD+,162.26,FM2+,micro atx,32,2,Brown / Black,DDR3,General,5.16
ASRock EP2C612D16C-4L,724.76,2 X LGA2011-3 NARROW,ssi eeb,1024,16,Green / Blue,DDR4,General,58.71
EVGA Z170 FTW,532.42,LGA1151,atx,64,4,Black,DDR4,General,8.77
Asus SABERTOOTH Z97 MARK 2/USB 3.1,299.89,LGA1150,atx,32,4,Brown / Black,DDR3,General,7.1
Asus H170-PLUS D3,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
Gigabyte G1.Sniper Z170,376.24,LGA1151,atx,64,4,Black / Green,DDR4,General,8.77
EVGA Z170 Classified K,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Gigabyte GA-B150N-GSM,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
ECS H110M-C3D (1.0),138.82,LGA1151,micro atx,32,2,Brown / Black,DDR4,General,5.55
Gigabyte GA-Q170M-MK,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
MSI C236M WORKSTATION,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Asus H110M-E,136.78,LGA1151,micro atx,32,2,Black / Gold,DDR4,General,5.55
Asus X99-E-10G WS,671.82,LGA2011-3,ssi ceb,128,8,Black / Silver,DDR3,General,14.84
MSI H270 PC MATE,1158.3,LGA1151,atx,64,4,Black / White,DDR4,General,8.77
MSI H270M MORTAR ARCTIC,333.03,LGA1151,micro atx,64,4,White / Silver,DDR4,Office,8.77
MSI H270M BAZOOKA,778.57,LGA1151,micro atx,64,4,Black / White,DDR4,Office,8.77
Biostar H110MH PRO D4,140.96,LGA1151,micro atx,32,2,Black / Yellow,DDR4,General,5.55
Gigabyte GA-Z270N-Gaming 5,176.55,LGA1151,mini itx,32,2,Black / Orange,DDR4,General,5.55
MSI Z270 GAMING M6 AC,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
MSI B350M PRO-VH PLUS,142.39,AM4,micro atx,32,2,Brown / Black,DDR4,General,6.32
Gigabyte B360N AORUS GAMING WIFI,176.55,LGA1151,mini itx,32,2,Black / Orange,DDR4,General,5.55
Gigabyte X299 AORUS Ultra Gaming Pro,388.33,LGA2066,atx,128,8,Black,DDR4,Design,14.84
Gigabyte Z370M AORUS Gaming,1366.24,LGA1151,micro atx,64,4,Black / Silver,DDR4,Office,8.77
Supermicro C9X299-PGF,388.33,LGA2066,atx,128,8,Black,DDR4,Design,14.84
Asus PRIME B460I-PLUS,201.75,LGA1200,mini itx,64,2,Silver / Black,DDR4,Office,8.0
Gigabyte GA-B460M AORUS ELITE,179.41,LGA1200,micro atx,128,4,Black / Orange,DDR4,Gaming,12.52
Biostar Z490GTA EVO,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus TUF GAMING B560M-E,165.61,LGA1200,micro atx,128,4,Black / Gold,DDR4,Gaming,12.52
Biostar H510MH/E 2.0,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Gigabyte B660M GAMING X AX,145.78,LGA1700,micro atx,128,4,Black,DDR5,Gaming,12.9
Biostar H510MHP,166.0,LGA1200,micro atx,64,2,Black,DDR4,Office,8.0
Asus PRIME B650M-K,136.53,AM5,micro atx,96,2,Silver / Black,DDR5,Office,9.68
Asus P11C-I,359.91,LGA1151,mini itx,64,2,Black / Blue,DDR4,Office,6.84
Supermicro X10SL7-F,224.68,LGA1150,micro atx,32,4,Black / Green,DDR3,General,7.1
Biostar Z490GTA,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Biostar Z590I Valkyrie,336.56,LGA1200,mini itx,64,2,Black / Gold,DDR4,Office,8.0
Gigabyte GA-H55M-UD2H,209.63,LGA1156,micro atx,16,4,Blue / White,DDR3,General,5.68
Gigabyte GA-MA770-UD3,325.98,AM2+/AM2,atx,16,4,Multicolor,DDR3,General,6.45
Gigabyte GA-770T-USB3,328.84,AM3,atx,16,4,Blue / White,DDR3,General,5.29
Gigabyte GA-EP43-UD3L,304.03,LGA775,atx,16,4,Multicolor,DDR3,General,4.9
ASRock N68-S UCC,274.03,AM3/AM2+/AM2,micro atx,8,2,Black / Blue,DDR3,General,4.19
Asus M4N68T-M,260.16,AM3,micro atx,8,2,Black / Blue,DDR3,General,3.03
MSI H55M-E33,264.69,LGA1156,micro atx,16,4,Black / Blue,DDR3,General,5.68
MSI P67A-C43,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Intel DG33TLM,274.72,LGA775,micro atx,8,4,Black / Blue,DDR3,General,4.58
Biostar H61MH,303.67,LGA1155,micro atx,8,2,Black / Red,DDR3,General,3.81
Gigabyte GA-H61M-D2P-B3,296.73,LGA1155,micro atx,16,2,Blue / White,DDR3,General,4.13
Intel D410PT,300.0,INTEGRATED ATOM D410,mini itx,4,2,Green / Black,DDR3,General,4.03
Asus M5A88-V EVO,371.51,AM3+,atx,16,4,Unknown,DDR3,General,6.45
Asus Maximus IV Extreme-Z,523.83,LGA1155,eatx,32,4,Black / Red,DDR3,General,6.71
MSI 990FXA-GD65,371.51,AM3+,atx,32,4,Unknown,DDR3,General,7.1
Asus M5A97,371.51,AM3+,atx,32,4,Unknown,DDR3,General,7.1
Gigabyte GA-970A-D3,328.84,AM3+,atx,32,4,Blue / White,DDR3,General,7.1
ASRock 970 Extreme3,345.27,AM3+,atx,32,4,Black,DDR3,General,7.1
Asus P8Z68 Deluxe/GEN3,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8H61-M LX PLUS (REV 3.0),296.73,LGA1155,micro atx,16,2,Unknown,DDR3,General,4.13
Asus Maximus IV Gene-Z/GEN3,294.63,LGA1155,micro atx,32,4,Black / Red,DDR3,General,6.71
Intel DX79TO,593.68,LGA2011,atx,64,8,Black / Blue,DDR3,General,12.26
Asus P8Z77-V DELUXE,293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
Asus P8Z77-M PRO,344.79,LGA1155,micro atx,32,4,Black / Blue,DDR3,General,6.71
ECS H61H2-M12,296.63,LGA1155,micro atx,16,2,Black / Gray,DDR3,General,4.13
ECS H61H2-M13,296.63,LGA1155,micro atx,16,2,Black / Gray,DDR3,General,4.13
Asus F2A55-M/CSM,207.86,FM2,micro atx,64,4,Black / Blue,DDR3,Office,8.39
MSI Z77A-G45 Gaming,311.94,LGA1155,atx,32,4,Black / Red,DDR3,General,6.71
Asus P9X79-E WS,626.91,LGA2011,ssi ceb,64,8,Black / Blue,DDR3,General,12.26
Asus Z87M-Plus,171.33,LGA1150,micro atx,32,4,Black / Gold,DDR3,General,7.1
Asus Z87-Deluxe,409.94,LGA1150,atx,32,4,Black / Gold,DDR3,General,7.1
ASRock Z87 Pro3,299.89,LGA1150,atx,32,4,Brown / Black,DDR3,General,7.1
MSI B85M-E33,242.91,LGA1150,micro atx,32,2,Black / Blue,DDR3,General,5.16
Gigabyte GA-Z87N-WIFI,229.45,LGA1150,mini itx,16,2,Black,DDR3,General,4.52
Asus A55BM-A/USB3,155.46,FM2+,micro atx,32,2,Black / Gold,DDR3,General,5.16
ASRock H81M-DGS R2.0,186.47,LGA1150,micro atx,16,2,Brown / Black,DDR3,General,4.52
Gigabyte GA-Z97X-Gaming G1,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Gigabyte GA-Z97X-UD5H-BK,335.15,LGA1150,atx,32,4,Black / Gray,DDR3,General,7.1
MSI Z97-GD65 Gaming,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Gigabyte G1.SNIPER H6,311.94,LGA1150,atx,32,4,Black / Red,DDR3,General,7.1
Gigabyte GA-H97M-HD3,186.43,LGA1150,micro atx,16,2,Black / Silver,DDR3,General,4.52
Asus GRYPHON Z97 ARMOR EDITION,205.8,LGA1150,micro atx,32,4,Brown / Black,DDR3,General,7.1
EVGA Stinger WiFi,229.45,LGA1150,mini itx,16,2,Black,DDR3,General,4.52
MSI X99S GAMING 9 ACK,746.68,LGA2011-3,eatx,128,8,Black / Red,DDR3,Design,14.84
Asus A68HM-E,155.46,FM2+,micro atx,32,2,Black / Gold,DDR3,General,5.16
Asus P5P41T LE,643.71,LGA775,atx,8,2,Black / Blue,DDR3,General,2.65
Gigabyte GA-B85-HD3-A (rev. 1.0),345.27,LGA1150,atx,32,4,Black,DDR3,General,7.1
ASRock Z170 Gaming K4/D3,1760.93,LGA1151,atx,64,4,Black / Red,DDR4,General,8.77
Asus B150M-K,136.78,LGA1151,micro atx,32,2,Black / Gold,DDR4,General,5.55
ASRock B150M-HDS,138.82,LGA1151,micro atx,32,2,Black / Orange,DDR4,General,5.55
Supermicro MBD-X11SSH-F,297.6,LGA1151,micro atx,64,4,Black / Green,DDR4,Office,8.77
Gigabyte GA-B150M-HD3,360.92,LGA1151,micro atx,32,2,Black / Silver,DDR4,General,5.55
Asus H170I-PRO,176.55,LGA1151,mini itx,32,2,Black / Gold,DDR4,General,5.55
Supermicro X11SSL-CF,351.1,LGA1151,micro atx,64,4,Green,DDR4,Office,8.77
Asus B150-PRO,404.94,LGA1151,atx,64,4,Black / Gold,DDR4,General,8.77
Gigabyte GA-H270M-D3H,328.92,LGA1151,micro atx,64,4,Black / Gold,DDR4,Office,8.77
ASRock Z270M Extreme4,778.57,LGA1151,micro atx,64,4,Black / White,DDR4,Office,8.77
Biostar TB85,749.56,LGA1150,atx,16,2,Black / Yellow,DDR3,General,4.52
MSI B250I PRO,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
Biostar X370GT5,281.35,AM4,atx,64,4,Black / White,DDR4,General,9.55
Gigabyte GA-B250M-Gaming 3,1289.65,LGA1151,micro atx,64,4,Black / Red,DDR4,Office,8.77
Gigabyte X299 AORUS Gaming 3,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
Biostar A320MH PRO,177.6,AM4,micro atx,32,2,Black / Yellow,DDR4,General,6.32
Gigabyte X299 DESIGNARE EX,525.83,LGA2066,atx,128,8,Black / Silver,DDR4,Design,14.84
MSI H370M BAZOOKA,778.57,LGA1151,micro atx,64,4,Black / White,DDR4,Office,8.77
EVGA H370 Stinger,241.85,LGA1151,mini itx,32,2,Black,DDR4,General,5.55
Asus PRIME Q370M-C/CSM,340.61,LGA1151,micro atx,64,4,Green / Black,DDR4,Office,8.77
Biostar B450MHC,177.6,AM4,micro atx,32,2,Black / Yellow,DDR4,General,6.32
ASRock Z390 PHANTOM GAMING X,354.8,LGA1151,atx,128,4,Black / Silver,DDR4,Design,11.35
ECS B350AM4-M2,145.13,AM4,micro atx,64,4,Black,DDR4,Office,9.55
ASRock Z490 Phantom Gaming 4/2.5G,230.86,LGA1200,atx,128,4,Black / Gray,DDR4,Gaming,12.52
Colorful CVN X570M GAMING PRO V14,173.92,AM4,micro atx,128,4,Black / Silver,DDR4,Office,12.13
Colorful BATTLE-AX B550M-HD PRO V14,95.9,AM4,micro atx,64,2,Black,DDR4,Office,7.61
ASRock Z590 Phantom Gaming 4/ac,159.46,LGA1200,atx,128,4,Silver / Black,DDR4,Gaming,12.52
MSI B550M PRO-DASH,138.29,AM4,micro atx,128,4,Black,DDR4,Office,12.13
ASRock Z590 Phantom Gaming 4/ac+,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Gigabyte Z490 UD AC-Y1,282.53,LGA1200,atx,128,4,Black,DDR4,Gaming,12.52
Asus PRIME H610M-F D4,108.47,LGA1700,micro atx,64,2,Black / Silver,DDR4,Office,8.39
Asus PRO-B660M-C-CSM,150.02,LGA1700,micro atx,128,4,Green / Black,DDR5,Gaming,12.9
Biostar H510MH 2.0,132.87,LGA1200,micro atx,64,2,Black / Silver,DDR4,Office,8.0
Biostar B760MXC PRO 2.0,178.28,LGA1700,micro atx,128,4,Black / Silver,DDR5,Gaming,12.9
Gigabyte B760M AORUS ELITE AX (rev. 1.2),123.46,LGA1700,micro atx,192,1,Black / Silver,DDR5,Office,12.58
ASRock H610M/ac,127.33,LGA1700,micro atx,64,2,Silver / Black,DDR4,Office,8.39
Gigabyte GA-H55M-S2H,203.47,LGA1156,micro atx,8,2,Blue / White,DDR3,General,3.42
Gigabyte GA-P43-ES3G,304.03,LGA775,atx,16,4,Multicolor,DDR3,General,4.9
Gigabyte GA-X58A-UD5,438.55,LGA1366,atx,24,6,Blue / White,DDR3,General,8.71
Biostar MCP6P3,203.04,AM3,micro atx,8,2,Multicolor,DDR3,General,3.03
Intel DH55PJ,267.54,LGA1156,micro atx,8,2,Black / Blue,DDR3,General,3.42
Asus M4A77TD,293.52,AM3,atx,16,4,Black / Blue,DDR3,General,5.29
Gigabyte GA-X58-USB3,438.55,LGA1366,atx,24,6,Blue / White,DDR3,General,8.71
MSI P67A-GD65 (B3),293.52,LGA1155,atx,32,4,Black / Blue,DDR3,General,6.71
ASRock H61M-S,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
MSI H61M-P23 (B3),347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
ASRock H61M,347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
MSI H61M-P21 (B3),347.4,LGA1155,micro atx,16,2,Black / Blue,DDR3,General,4.13
Gigabyte GA-Z68P-DS3,328.84,LGA1155,atx,32,4,Blue / White,DDR3,General,6.71
Gigabyte GA-H61N-USB3,214.95,LGA1155,mini itx,16,2,Black / Blue,DDR3,General,4.13
