name,price,style,switches,backlit,tenkeyless,connection_type,color,purpose,performance_score
Das Keyboard X50Q,129.0,Gaming,Gamma Zulu Tactile,RGB,False,Wired,Black,Mid-Range Gaming,68.0
A4Tech KD-126,22.99,Standard,None,Blue,False,Wired,Black,Office/Budget,59.0
Perixx PERIDUO-707W PLUS,29.99,Standard,None,None,True,Wireless,White,Office/Budget,50.0
Microsoft 850,23.99,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
Microsoft Designer Bluetooth Desktop,75.69,Slim,None,None,False,Bluetooth Wireless,Black,Mid-Range Gaming,50.0
Qisan CCDY003COOT7,69.98,Mini,Cherry MX Blue,Blue,True,Wired,Silver,Compact,79.0
Tempest Doom,85.06,Gaming,H-Mech Red,RGB,False,Wired,Black,Mid-Range Gaming,68.0
DROP MDX-31827-13,220.0,Gaming,Cherry MX Brown,RGB,True,"Wired, Wired",Black,Premium Gaming,88.0
Apple MB110LL/B,31.71,Standard,None,None,False,Wired,White,Office/Budget,38.0
Microsoft SIDEWINDER X4,77.63,Gaming,None,Red,False,Wired,Black,Mid-Range Gaming,59.0
Cherry STREAM XT,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Kensington K64370A,33.53,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Lenovo 0A34045,78.44,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Cooler Master OCTANE,194.59,Gaming,None,Multicolor,False,Wired,Black,Premium Gaming,59.0
AZIO MGK1-K,81.84,Gaming,Kailh Brown,White,False,Wired,Black,Mid-Range Gaming,71.0
Corsair K65 LUX RGB,119.27,Gaming,Cherry MX Red,RGB,True,Wired,Black,Compact,88.0
Corsair K66,138.92,Gaming,Cherry MX Red,None,False,Wired,Black,Mid-Range Gaming,58.0
Asus ROG Horus GK2000 RGB UK,120.68,Gaming,Cherry MX Red,RGB,False,Wired,None,Mid-Range Gaming,88.0
Razer Orbweaver Chroma Elite RGB Gaming Keypad,173.91,Gaming,Razer Green,RGB,False,Wired,Black,Premium Gaming,88.0
Tesoro Gram Spectrum (White w/Blue Switches),88.32,Gaming,Tesoro Agile Blue,RGB,False,Wired,White,Mid-Range Gaming,68.0
MSI VIGOR GK80,118.8,Gaming,Cherry MX Red,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Happy Hacking Professional,138.74,Mini,Topre 45g,None,True,Bluetooth Wireless,Black,Compact,50.0
Unicomp Ultra Classic Black,127.98,Standard,Unicomp Buckling Spring,None,False,Wired,Black / White,Mid-Range Gaming,38.0
Corsair K70 LUX (MX Red),110.6,Gaming,Cherry MX Red,Red,False,Wired,Black,Mid-Range Gaming,79.0
Cooler Master SK621,155.03,Slim,Cherry MX Low Profile Red,RGB,True,Bluetooth Wireless,Black,Compact,100.0
Redragon K551-RGB,48.55,Gaming,Outemu Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Razer Pro Type Ultra - DE,129.76,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray,Mid-Range Gaming,91.0
Keychron V6 QMK,150.78,Standard,Keychron K Pro Brown,None,False,"Wired, Wired",Translucent Black,Mid-Range Gaming,38.0
ROCCAT RYOS MK FX,92.99,Gaming,Cherry MX Brown,RGB,False,Wired,Black,Mid-Range Gaming,88.0
HP Pavilion 500,129.97,Gaming,Gateron Red,Multicolor,False,Wired,Black,Mid-Range Gaming,71.0
HP B1T09AT#ABA,25.24,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Cherry G80-1800 Keyboard,98.6,Standard,Cherry MX Black,None,False,Wired,Gray,Mid-Range Gaming,58.0
Kensington Pro Fit Wireless Media Desktop Set,39.97,Ergonomic,None,None,False,Wireless,Black,Office/Budget,50.0
Cherry G80-8113LUVEU-2,299.0,Standard,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Razer Pro Type Ultra - FR,129.76,Standard,Razer Yellow,White,False,"Wired, Wireless, Bluetooth Wireless",White / Gray,Mid-Range Gaming,91.0
IOGEAR Kaliber Gaming,39.99,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
Microsoft Desktop 3050,58.84,Standard,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
Asus Cerberus,80.36,Gaming,None,Red / Blue,False,Wired,Black,Mid-Range Gaming,59.0
Filco Ninja Majestouch-2 TKL,156.41,Standard,Cherry MX Red,None,True,Wired,Black,Compact,58.0
HP Z9N38AA#ABA,40.1,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Adesso WKB-1330CB,23.95,Standard,None,None,False,Wireless,Black,Office/Budget,50.0
SteelSeries 6Gv2,126.24,Standard,Cherry MX Black,None,False,Wired,Black,Mid-Range Gaming,58.0
V7 Standard PS/2 Keyboard,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Razer Tartarus,200.35,Gaming,None,Green,True,Wired,Black,Premium Gaming,59.0
HP Elite v2,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
Rosewill RK-9000V2,112.67,Standard,Cherry MX Blue,None,False,Wired,Black,Mid-Range Gaming,58.0
Logitech MX800,83.3,Standard,None,White,False,Wireless,Black,Mid-Range Gaming,71.0
AmazonBasics KU-0833,46.89,Standard,None,None,False,Wired,Black,Office/Budget,38.0
Redragon K551,45.71,Gaming,Outemu Blue,Red,False,Wired,Black / Red,Mid-Range Gaming,59.0
Xtrfy XG1-R-LED-UK,87.05,Standard,Cherry MX Red,White,False,Wired,Black,Mid-Range Gaming,79.0
Cooler Master MasterKeys Pro S,115.68,Standard,Cherry MX Blue,RGB,True,Wired,Black,Compact,88.0
1STPLAYER FIRE ROSE MK3,50.01,Gaming,Outemu Blue,RGB,False,Wired,White,Mid-Range Gaming,68.0
Gigabyte AORUS K7,125.52,Gaming,Cherry MX Red,RGB,False,Wired,Gray,Mid-Range Gaming,88.0
Tesoro Gram Spectrum (Black w/Red Switches),85.06,Gaming,Tesoro Agile Red,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Tecware Phantom RGB TKL,46.06,Gaming,Outemu Brown,RGB,True,Wired,Black,Compact,68.0
Redragon K555-RGB,48.55,Gaming,Outemu Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Wooting Two Lekker Edition,90.34,Gaming,Lekker linear65,RGB,False,Wired,Blue / White,Mid-Range Gaming,68.0
Corsair K65 RGB MINI HINT OF MINT,129.14,Gaming,Cherry MX Speed Silver,RGB,True,Wired,Green / White,Compact,88.0
Logitech Y-UY95,79.99,Gaming,None,None,False,Wired,Black,Mid-Range Gaming,38.0
Thermaltake POSEIDON Z RGB,93.09,Gaming,Kailh Brown,RGB,False,Wired,Black,Mid-Range Gaming,80.0
Cherry G84-4100LCMUS-2,70.92,Slim,Cherry ML,None,False,Wired,Black,Mid-Range Gaming,38.0
IOGEAR Tacturus RF Desktop,36.8,Slim,None,None,False,Wireless,Black,Office/Budget,50.0
ROCCAT Suora FX,248.38,Gaming,Cherry MX Brown,RGB,False,Wired,Black,Premium Gaming,88.0
Kinesis Gaming Freestyle2,89.0,Ergonomic Split,None,None,True,Wired,Black,Compact,38.0
EVGA Z10 (Kailh Brown),89.95,Gaming,Kailh Brown,Red,False,Wired,Black,Mid-Range Gaming,71.0
Deco Gear DGMECHBRD100,59.99,Gaming,Outemu Blue,RGB,False,Wired,Black,Mid-Range Gaming,68.0
Logitech Wave Pro Desktop,409.28,Ergonomic,None,None,False,Wireless,Black,Mid-Range Gaming,50.0
AZIO Large Print Tri-Color Illuminated Keyboard,29.5,Ergonomic,None,Multicolor,False,Wired,Black,Office/Budget,59.0
Adesso Waterproof Flex Keyboard,19.1,Slim,None,None,False,Wired,Black,Office/Budget,38.0
Cooler Master MasterKeys MK750 (MX Blue),126.85,Gaming,Cherry MX Blue,RGB,False,Wired,Black,Mid-Range Gaming,88.0
Kinesis Gaming Freestyle Pro Quiet,169.0,Ergonomic Split,Cherry MX Silent Red,None,True,Wired,Black,Compact,58.0
Kinesis Gaming Freestyle2 Blue,99.0,Ergonomic Split,None,None,True,"Wired, Bluetooth Wireless",Black,Compact,50.0
SIIG JK-US0012-S1,16.71,Standard,None,None,False,Wired,Black,Office/Budget,38.0
